1-gram-perf.py, 0.46180334, 0.67932162, 0.76713694, 0.84390416, 0.88206003, 0.91460696, 0.92123649
1-gram-perf.py2, 0.52216243, 0.63807238, 0.75947831, 0.87434347, 0.89379228, 0.9107208, 0.91050887
epoch-2-nli.py, 0.56797678, 0.67273274, 0.83520814, 0.84650405, 0.91883497, 0.92799266, 0.92779036
epoch-2-nli.py2, 0.53769823, 0.66920455, 0.80675973, 0.86344437, 0.88635555, 0.89977375, 0.92396937
